GENEID	SYMBOL	GENETYPE
ENSG00000197245.6	FAM110D	protein_coding
ENSG00000142684.9	ZNF593	protein_coding
ENSG00000142675.18	CNKSR1	protein_coding
ENSG00000188782.8	CATSPER4	protein_coding
ENSG00000236155.6	ZPLD2P	transcribed_unprocessed_pseudogene
ENSG00000278572.1	AL355877.2	unprocessed_pseudogene
ENSG00000130695.15	CEP85	protein_coding
ENSG00000270733.1	AL355877.1	processed_pseudogene
ENSG00000142669.15	SH3BGRL3	protein_coding
ENSG00000158062.20	UBXN11	protein_coding
ENSG00000169442.9	CD52	protein_coding
ENSG00000176092.15	CRYBG2	protein_coding
ENSG00000225854.2	AL451139.1	processed_pseudogene
ENSG00000176083.17	ZNF683	protein_coding
ENSG00000131914.11	LIN28A	protein_coding
ENSG00000117682.17	DHDDS	protein_coding
ENSG00000223583.1	AL513365.1	processed_pseudogene
ENSG00000225891.2	DHDDS-AS1	lncRNA
ENSG00000198830.11	HMGN2	protein_coding
ENSG00000224129.1	DPPA2P2	processed_pseudogene
ENSG00000238705.1	MIR1976	miRNA
ENSG00000243905.3	RN7SL679P	misc_RNA
ENSG00000238316.1	AL627082.2	snoRNA
ENSG00000260063.1	AL512408.1	lncRNA
ENSG00000117713.20	ARID1A	protein_coding
ENSG00000060642.10	PIGV	protein_coding
ENSG00000241188.3	RN7SL165P	misc_RNA
ENSG00000204160.12	ZDHHC18	protein_coding
ENSG00000175793.12	SFN	protein_coding
ENSG00000142751.15	GPN2	protein_coding
ENSG00000198746.13	GPATCH3	protein_coding
ENSG00000090273.14	NUDC	protein_coding
ENSG00000175707.9	KDF1	protein_coding
ENSG00000253368.4	TRNP1	protein_coding
ENSG00000158246.8	TENT5B	protein_coding
ENSG00000090020.11	SLC9A1	protein_coding
ENSG00000214973.3	CHCHD3P3	processed_pseudogene
ENSG00000225159.1	NPM1P39	processed_pseudogene
ENSG00000142784.16	WDTC1	protein_coding
ENSG00000243659.1	FO393419.3	processed_pseudogene
ENSG00000186501.14	TMEM222	protein_coding
ENSG00000206888.1	RNU6-48P	snRNA
ENSG00000241547.1	ACTG1P20	processed_pseudogene
ENSG00000142765.18	SYTL1	protein_coding
ENSG00000142733.17	MAP3K6	protein_coding
ENSG00000142748.12	FCN3	protein_coding
ENSG00000174950.11	CD164L2	protein_coding
ENSG00000181773.7	GPR3	protein_coding
ENSG00000158195.11	WASF2	protein_coding
ENSG00000237429.1	BX293535.1	lncRNA
ENSG00000126705.15	AHDC1	protein_coding
ENSG00000000938.13	FGR	protein_coding
ENSG00000235912.1	AL031729.1	processed_pseudogene
ENSG00000233975.1	LINC02574	lncRNA
ENSG00000126709.15	IFI6	protein_coding
ENSG00000225886.3	AL445490.1	lncRNA
ENSG00000287244.1	AL020997.5	lncRNA
ENSG00000009780.15	FAM76A	protein_coding
ENSG00000231344.1	AL020997.1	processed_pseudogene
ENSG00000230833.1	RPEP3	processed_pseudogene
ENSG00000117758.14	STX12	protein_coding
ENSG00000269971.1	AL020997.2	lncRNA
ENSG00000270031.1	AL020997.3	lncRNA
ENSG00000223062.1	RNU6-1245P	snRNA
ENSG00000286433.1	AL020997.4	lncRNA
ENSG00000117751.18	PPP1R8	protein_coding
ENSG00000252947.1	SCARNA1	scaRNA
ENSG00000130775.16	THEMIS2	protein_coding
ENSG00000117748.10	RPA2	protein_coding
ENSG00000130768.15	SMPDL3B	protein_coding
ENSG00000227050.1	AL512288.1	lncRNA
ENSG00000158156.8	XKR8	protein_coding
ENSG00000158161.16	EYA3	protein_coding
ENSG00000238231.2	AL512288.2	processed_pseudogene
ENSG00000240750.3	RN7SL559P	misc_RNA
ENSG00000228589.3	SPCS2P4	processed_pseudogene
ENSG00000214812.3	AL137792.1	processed_pseudogene
ENSG00000253005.1	RNU6-176P	snRNA
ENSG00000169403.12	PTAFR	protein_coding
ENSG00000126698.11	DNAJC8	protein_coding
ENSG00000130770.18	ATP5IF1	protein_coding
ENSG00000270605.1	AL353622.1	lncRNA
ENSG00000271398.1	AL353622.2	lncRNA
ENSG00000130766.5	SESN2	protein_coding
ENSG00000130772.14	MED18	protein_coding
ENSG00000204138.13	PHACTR4	protein_coding
ENSG00000229820.2	CR391992.1	processed_pseudogene
ENSG00000221216.1	RNU6ATAC27P	snRNA
ENSG00000180198.16	RCC1	protein_coding
ENSG00000242125.3	SNHG3	lncRNA
ENSG00000200087.1	SNORA73B	snoRNA
ENSG00000231468.2	PRDX3P2	processed_pseudogene
ENSG00000279443.1	AL513497.1	TEC
ENSG00000180098.9	TRNAU1AP	protein_coding
ENSG00000197989.14	SNHG12	lncRNA
ENSG00000221539.1	SNORD99	snoRNA
ENSG00000120656.11	TAF12	protein_coding
ENSG00000188060.7	RAB42	protein_coding
ENSG00000229388.1	LINC01715	lncRNA
ENSG00000274978.1	RNU11	snRNA
ENSG00000162419.12	GMEB1	protein_coding
ENSG00000252777.1	AL645729.1	scaRNA
ENSG00000198492.16	YTHDF2	protein_coding
ENSG00000116329.11	OPRD1	protein_coding
ENSG00000233427.1	AL009181.2	lncRNA
ENSG00000199756.1	AL009181.1	misc_RNA
ENSG00000159023.21	EPB41	protein_coding
ENSG00000206704.1	AL138785.1	misc_RNA
ENSG00000277958.1	AL138785.3	misc_RNA
ENSG00000253304.2	TMEM200B	protein_coding
ENSG00000225750.1	AL357500.1	lncRNA
ENSG00000116350.17	SRSF4	protein_coding
ENSG00000116353.16	MECR	protein_coding
ENSG00000237934.1	AL590729.1	lncRNA
ENSG00000060656.20	PTPRU	protein_coding
ENSG00000284676.1	AL645944.2	lncRNA
ENSG00000233372.1	AL137076.1	lncRNA
ENSG00000162510.6	MATN1	protein_coding
ENSG00000186056.10	MATN1-AS1	lncRNA
ENSG00000287510.1	AL137857.1	lncRNA
ENSG00000162511.8	LAPTM5	protein_coding
ENSG00000264773.1	MIR4420	miRNA
ENSG00000222784.1	RN7SKP91	misc_RNA
ENSG00000162512.16	SDC3	protein_coding
ENSG00000266210.2	RN7SL371P	misc_RNA
ENSG00000134644.15	PUM1	protein_coding
ENSG00000084628.10	NKAIN1	protein_coding
ENSG00000060688.13	SNRNP40	protein_coding
ENSG00000229447.2	AC114495.2	processed_pseudogene
ENSG00000121766.15	ZCCHC17	protein_coding
ENSG00000229044.1	AL451070.1	lncRNA
ENSG00000168528.12	SERINC2	protein_coding
ENSG00000215899.3	AC209007.1	processed_pseudogene
ENSG00000260386.6	LDC1P	transcribed_unitary_pseudogene
ENSG00000284543.1	LINC01226	lncRNA
ENSG00000142910.16	TINAGL1	protein_coding
ENSG00000162517.13	PEF1	protein_coding
ENSG00000235790.7	PEF1-AS1	lncRNA
ENSG00000264078.1	AC114488.2	lncRNA
ENSG00000084636.18	COL16A1	protein_coding
ENSG00000121753.12	ADGRB2	protein_coding
ENSG00000134668.12	SPOCD1	protein_coding
ENSG00000203620.2	AL354919.1	lncRNA
ENSG00000269967.1	AL136115.2	lncRNA
ENSG00000184007.21	PTP4A2	protein_coding
ENSG00000228634.1	AL136115.1	lncRNA
ENSG00000284702.1	AL136115.3	lncRNA
ENSG00000121774.18	KHDRBS1	protein_coding
ENSG00000203325.3	AL445248.1	lncRNA
ENSG00000121775.18	TMEM39B	protein_coding
ENSG00000266203.1	MIR5585	miRNA
ENSG00000025800.14	KPNA6	protein_coding
ENSG00000084652.16	TXLNA	protein_coding
ENSG00000160050.14	CCDC28B	protein_coding
ENSG00000224066.1	AL049795.1	lncRNA
ENSG00000160051.11	IQCC	protein_coding
ENSG00000222046.2	DCDC2B	protein_coding
ENSG00000160055.19	TMEM234	protein_coding
ENSG00000084623.11	EIF3I	protein_coding
ENSG00000220785.7	MTMR9LP	transcribed_unprocessed_pseudogene
ENSG00000183615.6	FAM167B	protein_coding
ENSG00000182866.17	LCK	protein_coding
ENSG00000116478.12	HDAC1	protein_coding
ENSG00000175130.7	MARCKSL1	protein_coding
ENSG00000233775.1	AL109945.1	lncRNA
ENSG00000162526.7	TSSK3	protein_coding
ENSG00000225828.1	FAM229A	protein_coding
ENSG00000160058.18	BSDC1	protein_coding
ENSG00000263529.2	RN7SL122P	misc_RNA
ENSG00000273274.2	ZBTB8B	protein_coding
ENSG00000160062.15	ZBTB8A	protein_coding
ENSG00000176261.15	ZBTB8OS	protein_coding
ENSG00000200591.1	AC114489.1	misc_RNA
ENSG00000162521.19	RBBP4	protein_coding
ENSG00000162520.15	SYNC	protein_coding
ENSG00000162522.11	KIAA1522	protein_coding
ENSG00000134684.10	YARS1	protein_coding
ENSG00000116497.18	S100PBP	protein_coding
ENSG00000160097.18	FNDC5	protein_coding
ENSG00000121905.10	HPCA	protein_coding
ENSG00000121900.19	TMEM54	protein_coding
ENSG00000116514.16	RNF19B	protein_coding
ENSG00000278966.2	AL031602.1	TEC
ENSG00000004455.17	AK2	protein_coding
ENSG00000276645.1	AL020995.2	misc_RNA
ENSG00000142920.17	AZIN2	protein_coding
ENSG00000278997.1	AL662907.1	TEC
ENSG00000116525.14	TRIM62	protein_coding
ENSG00000279179.1	AL662907.2	TEC
ENSG00000284721.1	AL662907.3	lncRNA
ENSG00000160094.15	ZNF362	protein_coding
ENSG00000270115.1	AL513327.3	lncRNA
ENSG00000184389.9	A3GALT2	protein_coding
ENSG00000225313.5	AL513327.1	lncRNA
ENSG00000134686.18	PHC2	protein_coding
ENSG00000284154.1	MIR3605	miRNA
ENSG00000222112.1	RN7SKP16	misc_RNA
ENSG00000233246.1	AL513327.2	lncRNA
ENSG00000121903.14	ZSCAN20	protein_coding
ENSG00000121904.17	CSMD2	protein_coding
ENSG00000227000.2	HSPD1P14	processed_pseudogene
ENSG00000176256.10	HMGB4	protein_coding
ENSG00000231163.6	CSMD2-AS1	lncRNA
ENSG00000201148.1	RNA5SP42	rRNA_pseudogene
ENSG00000142698.15	C1orf94	protein_coding
ENSG00000287703.1	AC099565.1	lncRNA
ENSG00000163866.9	SMIM12	protein_coding
ENSG00000255811.1	AL121988.1	lncRNA
ENSG00000188910.8	GJB3	protein_coding
ENSG00000187513.9	GJA4	protein_coding
ENSG00000116544.12	DLGAP3	protein_coding
ENSG00000284773.1	AC114490.3	protein_coding
ENSG00000241014.2	AC114490.1	transcribed_unitary_pseudogene
ENSG00000243749.1	TMEM35B	protein_coding
ENSG00000163867.17	ZMYM6	protein_coding
ENSG00000197056.11	ZMYM1	protein_coding
ENSG00000228348.1	EFCAB14P1	processed_pseudogene
ENSG00000284640.1	AL590434.2	lncRNA
ENSG00000116560.11	SFPQ	protein_coding
ENSG00000201868.1	AL590434.1	misc_RNA
ENSG00000146463.12	ZMYM4	protein_coding
ENSG00000240374.3	RN7SL503P	misc_RNA
ENSG00000201542.1	AL160000.1	snoRNA
ENSG00000278702.1	AL356362.1	misc_RNA
ENSG00000142687.18	KIAA0319L	protein_coding
ENSG00000236274.1	AC004865.1	processed_pseudogene
ENSG00000020129.16	NCDN	protein_coding
ENSG00000239636.1	AC004865.2	lncRNA
ENSG00000116819.8	TFAP2E	protein_coding
ENSG00000126067.12	PSMB2	protein_coding
ENSG00000142686.8	C1orf216	protein_coding
ENSG00000092853.14	CLSPN	protein_coding
ENSG00000134698.11	AGO4	protein_coding
ENSG00000092847.12	AGO1	protein_coding
ENSG00000271914.1	AL139286.2	lncRNA
ENSG00000126070.20	AGO3	protein_coding
ENSG00000271554.1	AL138787.2	lncRNA
ENSG00000232862.5	AL138787.1	transcribed_processed_pseudogene
ENSG00000092850.12	TEKT2	protein_coding
ENSG00000116863.11	ADPRHL2	protein_coding
ENSG00000171812.13	COL8A2	protein_coding
ENSG00000054116.12	TRAPPC3	protein_coding
ENSG00000116871.15	MAP7D1	protein_coding
ENSG00000264592.2	RN7SL131P	misc_RNA
ENSG00000054118.15	THRAP3	protein_coding
ENSG00000214193.11	SH3D21	protein_coding
ENSG00000142694.6	EVA1B	protein_coding
ENSG00000286379.1	AL591845.1	lncRNA
ENSG00000196182.10	STK40	protein_coding
ENSG00000181817.6	LSM10	protein_coding
ENSG00000116885.18	OSCP1	protein_coding
ENSG00000201448.1	SNORA63C	snoRNA
ENSG00000116898.12	MRPS15	protein_coding
ENSG00000119535.17	CSF3R	protein_coding
ENSG00000163873.10	GRIK3	protein_coding
ENSG00000284650.1	AL031430.1	lncRNA
ENSG00000223944.2	AL353604.1	lncRNA
ENSG00000233621.2	LINC01137	lncRNA
ENSG00000163874.11	ZC3H12A	protein_coding
ENSG00000163875.15	MEAF6	protein_coding
ENSG00000263675.1	MIR5581	miRNA
ENSG00000163877.11	SNIP1	protein_coding
ENSG00000232273.1	FTH1P1	processed_pseudogene
ENSG00000237749.4	AL034379.1	processed_pseudogene
ENSG00000163879.11	DNALI1	protein_coding
ENSG00000134697.13	GNL2	protein_coding
ENSG00000284748.1	AL513220.1	lncRNA
ENSG00000169218.14	RSPO1	protein_coding
ENSG00000116922.14	C1orf109	protein_coding
ENSG00000134690.11	CDCA8	protein_coding
ENSG00000183317.17	EPHA10	protein_coding
ENSG00000185090.14	MANEAL	protein_coding
ENSG00000233728.1	AL929472.3	lncRNA
ENSG00000196449.4	YRDC	protein_coding
ENSG00000197982.14	C1orf122	protein_coding
ENSG00000188786.10	MTF1	protein_coding
ENSG00000230955.1	AL929472.2	lncRNA
ENSG00000204084.13	INPP5B	protein_coding
ENSG00000252448.1	AL929472.5	snoRNA
ENSG00000183431.12	SF3A3	protein_coding
ENSG00000212541.1	RNU6-510P	snRNA
ENSG00000183386.10	FHL3	protein_coding
ENSG00000183520.12	UTP11	protein_coding
ENSG00000185668.8	POU3F1	protein_coding
ENSG00000224592.5	MIR3659HG	lncRNA
ENSG00000287987.1	AL390839.2	lncRNA
ENSG00000275350.1	AL513479.1	processed_pseudogene
ENSG00000238063.3	LINC01685	lncRNA
ENSG00000215895.4	AL354702.1	processed_pseudogene
ENSG00000284632.1	AL354702.2	lncRNA
ENSG00000116954.8	RRAGC	protein_coding
ENSG00000228436.3	AL139260.1	lncRNA
ENSG00000214114.9	MYCBP	protein_coding
ENSG00000158315.11	RHBDL2	protein_coding
ENSG00000174574.16	AKIRIN1	protein_coding
ENSG00000168653.11	NDUFS5	protein_coding
ENSG00000127603.28	MACF1	protein_coding
ENSG00000226438.1	AL442071.1	lncRNA
ENSG00000217897.2	HSPE1P8	processed_pseudogene
ENSG00000183682.8	BMP8A	protein_coding
ENSG00000237624.1	OXCT2P1	unprocessed_pseudogene
ENSG00000243970.3	PPIEL	transcribed_unprocessed_pseudogene
ENSG00000090621.14	PABPC4	protein_coding
ENSG00000228060.3	PABPC4-AS1	lncRNA
ENSG00000201457.1	SNORA55	snoRNA
ENSG00000163909.8	HEYL	protein_coding
ENSG00000116981.3	NT5C1A	protein_coding
ENSG00000116983.13	HPCAL4	protein_coding
ENSG00000084072.17	PPIE	protein_coding
ENSG00000225333.6	AL035404.1	processed_pseudogene
ENSG00000116985.12	BMP8B	protein_coding
ENSG00000198754.5	OXCT2	protein_coding
ENSG00000261798.1	AL033527.3	lncRNA
ENSG00000284719.1	AL033527.4	lncRNA
ENSG00000284678.1	LINC02811	lncRNA
ENSG00000043514.17	TRIT1	protein_coding
ENSG00000202222.1	AL033527.1	misc_RNA
ENSG00000116990.11	MYCL	protein_coding
ENSG00000207356.1	AL663070.1	misc_RNA
ENSG00000168389.17	MFSD2A	protein_coding
ENSG00000228477.1	AL663070.2	processed_pseudogene
ENSG00000131236.17	CAP1	protein_coding
ENSG00000131238.17	PPT1	protein_coding
ENSG00000117000.9	RLF	protein_coding
ENSG00000207508.1	RNU6-1237P	snRNA
ENSG00000188800.6	TMCO2	protein_coding
ENSG00000259943.1	AL050341.2	lncRNA
ENSG00000084073.9	ZMPSTE24	protein_coding
ENSG00000049089.15	COL9A2	protein_coding
ENSG00000227311.3	AL031985.2	processed_pseudogene
ENSG00000084070.12	SMAP2	protein_coding
ENSG00000213172.3	AL031985.1	processed_pseudogene
ENSG00000187801.15	ZFP69B	protein_coding
ENSG00000260920.2	AL031985.3	lncRNA
ENSG00000279667.1	AL603839.4	TEC
ENSG00000187815.10	ZFP69	protein_coding
ENSG00000238287.1	AL603839.3	lncRNA
ENSG00000164002.11	EXO5	protein_coding
ENSG00000117010.17	ZNF684	protein_coding
ENSG00000117016.10	RIMS3	protein_coding
ENSG00000287743.1	AL031289.2	lncRNA
ENSG00000237899.1	AL031289.1	lncRNA
ENSG00000272145.1	NFYC-AS1	lncRNA
ENSG00000066136.20	NFYC	protein_coding
ENSG00000198974.3	MIR30E	miRNA
ENSG00000207962.1	MIR30C1	miRNA
ENSG00000117013.17	KCNQ4	protein_coding
ENSG00000264582.2	RN7SL326P	misc_RNA
ENSG00000179862.7	CITED4	protein_coding
ENSG00000229528.1	AC119677.1	lncRNA
ENSG00000171793.16	CTPS1	protein_coding
ENSG00000281207.1	SLFNL1-AS1	lncRNA
ENSG00000171790.15	SLFNL1	protein_coding
ENSG00000010803.16	SCMH1	protein_coding
ENSG00000287400.1	AC093151.7	lncRNA
ENSG00000235358.2	AC093151.2	lncRNA
ENSG00000286640.1	AC093151.5	transcribed_unprocessed_pseudogene
ENSG00000204060.7	FOXO6	protein_coding
ENSG00000229901.1	FOXO6-AS1	lncRNA
ENSG00000127129.10	EDN2	protein_coding
ENSG00000127124.16	HIVEP3	protein_coding
ENSG00000198815.9	FOXJ3	protein_coding
ENSG00000227527.2	AC096540.1	lncRNA
ENSG00000177181.15	RIMKLA	protein_coding
ENSG00000066185.13	ZMYND12	protein_coding
ENSG00000127125.9	PPCS	protein_coding
ENSG00000186409.17	CCDC30	protein_coding
ENSG00000230116.1	AL445669.1	processed_pseudogene
ENSG00000236876.3	TMSB4XP1	processed_pseudogene
ENSG00000200254.1	RNU6-536P	snRNA
ENSG00000236180.2	AL445669.2	processed_pseudogene
ENSG00000171960.11	PPIH	protein_coding
ENSG00000285728.2	AC098484.4	lncRNA
ENSG00000234917.2	AC098484.2	lncRNA
ENSG00000065978.19	YBX1	protein_coding
ENSG00000164007.11	CLDN19	protein_coding
ENSG00000117385.16	P3H1	protein_coding
ENSG00000164008.16	C1orf50	protein_coding
ENSG00000283580.3	AC098484.3	protein_coding
ENSG00000274386.5	TMEM269	protein_coding
ENSG00000177868.12	SVBP	protein_coding
ENSG00000164010.15	ERMAP	protein_coding
ENSG00000228192.8	AL512353.1	lncRNA
ENSG00000164011.18	ZNF691	protein_coding
ENSG00000237090.1	AL512353.3	processed_pseudogene
ENSG00000225099.1	ATP6V1E1P1	processed_pseudogene
ENSG00000117394.23	SLC2A1	protein_coding
ENSG00000284138.1	ATP6V0CP4	processed_pseudogene
ENSG00000227533.6	SLC2A1-AS1	lncRNA
ENSG00000283973.2	AC099795.1	lncRNA
ENSG00000207256.1	RNU6-880P	snRNA
ENSG00000186973.11	FAM183A	protein_coding
ENSG00000117395.12	EBNA1BP2	protein_coding
ENSG00000243710.7	CFAP57	protein_coding
ENSG00000179178.11	TMEM125	protein_coding
ENSG00000253313.6	C1orf210	protein_coding
ENSG00000066056.14	TIE1	protein_coding
ENSG00000117400.18	MPL	protein_coding
ENSG00000287113.1	AL139289.2	lncRNA
ENSG00000234694.1	AL139289.1	lncRNA
ENSG00000117399.14	CDC20	protein_coding
ENSG00000066322.15	ELOVL1	protein_coding
ENSG00000159479.17	MED8	protein_coding
ENSG00000229431.1	MED8-AS1	lncRNA
ENSG00000198198.17	SZT2	protein_coding
ENSG00000229372.1	SZT2-AS1	lncRNA
ENSG00000178922.16	HYI	protein_coding
ENSG00000229348.1	HYI-AS1	lncRNA
ENSG00000142949.17	PTPRF	protein_coding
ENSG00000066135.13	KDM4A	protein_coding
ENSG00000236200.6	KDM4A-AS1	lncRNA
ENSG00000126091.20	ST3GAL3	protein_coding
ENSG00000283414.1	AL451062.3	snRNA
ENSG00000233674.2	AL451062.2	processed_pseudogene
ENSG00000117407.17	ARTN	protein_coding
ENSG00000237950.3	AL357079.1	lncRNA
ENSG00000288573.1	AL357079.3	lncRNA
ENSG00000117408.11	IPO13	protein_coding
ENSG00000285649.1	AL357079.2	lncRNA
ENSG00000132768.14	DPH2	protein_coding
ENSG00000117410.14	ATP6V0B	protein_coding
ENSG00000117411.16	B4GALT2	protein_coding
ENSG00000159214.13	CCDC24	protein_coding
ENSG00000196517.12	SLC6A9	protein_coding
ENSG00000230615.7	AL139220.2	lncRNA
ENSG00000239560.3	RN7SL479P	misc_RNA
ENSG00000171872.5	KLF17	protein_coding
ENSG00000178028.14	DMAP1	protein_coding
ENSG00000117419.16	ERI3	protein_coding
ENSG00000233602.1	ERI3-IT1	lncRNA
ENSG00000187147.18	RNF220	protein_coding
ENSG00000126106.14	TMEM53	protein_coding
ENSG00000198520.12	ARMH1	protein_coding
ENSG00000199377.1	RNU5F-1	snRNA
ENSG00000200169.1	RNU5D-1	snRNA
ENSG00000142945.13	KIF2C	protein_coding
ENSG00000225721.5	AL592166.1	lncRNA
ENSG00000200913.1	SNORD46	snoRNA
ENSG00000202031.1	SNORD38A	snoRNA
ENSG00000142959.5	BEST4	protein_coding
ENSG00000173846.13	PLK3	protein_coding
ENSG00000188396.3	TCTEX1D4	protein_coding
ENSG00000222009.8	BTBD19	protein_coding
ENSG00000117425.14	PTCH2	protein_coding
ENSG00000226499.1	AL136380.1	processed_pseudogene
ENSG00000070785.17	EIF2B3	protein_coding
ENSG00000268949.1	MRPS17P1	processed_pseudogene
ENSG00000126107.15	HECTD3	protein_coding
ENSG00000126088.14	UROD	protein_coding
ENSG00000162415.7	ZSWIM5	protein_coding
ENSG00000234315.1	OSTCP5	processed_pseudogene
ENSG00000281912.1	LINC01144	lncRNA
ENSG00000186603.6	HPDL	protein_coding
ENSG00000132781.18	MUTYH	protein_coding
ENSG00000132773.12	TOE1	protein_coding
ENSG00000070759.17	TESK2	protein_coding
ENSG00000280670.3	CCDC163	protein_coding
ENSG00000132763.15	MMACHC	protein_coding
ENSG00000117450.14	PRDX1	protein_coding
ENSG00000117448.13	AKR1A1	protein_coding
ENSG00000281133.1	AL355480.3	pseudogene
ENSG00000280836.1	AL355480.1	pseudogene
ENSG00000132780.17	NASP	protein_coding
ENSG00000159588.15	CCDC17	protein_coding
ENSG00000159592.11	GPBP1L1	protein_coding
ENSG00000234329.1	AL604028.2	processed_pseudogene
ENSG00000159596.7	TMEM69	protein_coding
ENSG00000197429.11	IPP	protein_coding
ENSG00000230896.1	AL604028.1	lncRNA
ENSG00000086015.22	MAST2	protein_coding
ENSG00000117461.15	PIK3R3	protein_coding
ENSG00000226957.1	AL358075.1	lncRNA
ENSG00000227857.2	AL358075.2	lncRNA
ENSG00000117472.10	TSPAN1	protein_coding
ENSG00000085998.14	POMGNT1	protein_coding
ENSG00000171357.6	LURAP1	protein_coding
ENSG00000085999.13	RAD54L	protein_coding
ENSG00000132128.16	LRRC41	protein_coding
ENSG00000173660.12	UQCRH	protein_coding
ENSG00000117481.10	NSUN4	protein_coding
ENSG00000225779.1	AL122001.1	processed_pseudogene
ENSG00000117480.16	FAAH	protein_coding
ENSG00000232022.7	FAAHP1	transcribed_unprocessed_pseudogene
ENSG00000197587.11	DMBX1	protein_coding
ENSG00000282881.2	TMEM275	protein_coding
ENSG00000269956.2	MKNK1-AS1	lncRNA
ENSG00000162456.9	KNCN	protein_coding
ENSG00000079277.21	MKNK1	protein_coding
ENSG00000142961.14	MOB3C	protein_coding
ENSG00000123472.12	ATPAF1	protein_coding
ENSG00000233647.2	NENFP1	processed_pseudogene
ENSG00000186118.9	TEX38	protein_coding
ENSG00000159658.12	EFCAB14	protein_coding
ENSG00000142973.14	CYP4B1	protein_coding
ENSG00000187048.13	CYP4A11	protein_coding
ENSG00000186377.8	CYP4X1	protein_coding
ENSG00000186160.5	CYP4Z1	protein_coding
ENSG00000225506.2	CYP4A22-AS1	lncRNA
ENSG00000162365.12	CYP4A22	protein_coding
ENSG00000224805.2	LINC00853	lncRNA
ENSG00000162366.8	PDZK1IP1	protein_coding
ENSG00000162367.11	TAL1	protein_coding
ENSG00000226252.1	AL135960.1	lncRNA
ENSG00000123473.15	STIL	protein_coding
ENSG00000162368.13	CMPK1	protein_coding
ENSG00000225762.1	LINC01389	lncRNA
ENSG00000186790.6	FOXE3	protein_coding
ENSG00000237424.1	FOXD2-AS1	lncRNA
ENSG00000186564.5	FOXD2	protein_coding
ENSG00000269113.4	TRABD2B	protein_coding
ENSG00000226133.6	LINC02794	lncRNA
ENSG00000242267.6	SKINT1L	transcribed_unprocessed_pseudogene
ENSG00000279096.2	AL356289.2	TEC
ENSG00000117834.12	SLC5A9	protein_coding
ENSG00000272491.1	AL109659.2	lncRNA
ENSG00000279214.1	AL109659.3	TEC
ENSG00000132122.12	SPATA6	protein_coding
ENSG00000224986.2	PPP1R8P1	processed_pseudogene
ENSG00000235105.1	AL356968.2	processed_pseudogene
ENSG00000186094.17	AGBL4	protein_coding
ENSG00000162373.13	BEND5	protein_coding
ENSG00000225623.1	AGBL4-IT1	lncRNA
ENSG00000162374.17	ELAVL4	protein_coding
ENSG00000230828.1	AL583843.1	processed_pseudogene
ENSG00000284696.2	LINC02808	lncRNA
ENSG00000284645.1	AL592182.2	lncRNA
ENSG00000234080.3	AL596275.1	processed_pseudogene
ENSG00000229316.1	HMGB1P45	processed_pseudogene
ENSG00000225671.2	FCF1P6	processed_pseudogene
ENSG00000142700.12	DMRTA2	protein_coding
ENSG00000284700.1	AL049637.1	lncRNA
ENSG00000185104.20	FAF1	protein_coding
ENSG00000230585.2	PHBP12	processed_pseudogene
ENSG00000123080.12	CDKN2C	protein_coding
ENSG00000213478.2	CFL1P2	processed_pseudogene
ENSG00000203356.2	LINC01562	lncRNA
ENSG00000123091.5	RNF11	protein_coding
ENSG00000233406.5	AL162430.2	processed_pseudogene
ENSG00000085831.15	TTC39A	protein_coding
ENSG00000261664.5	TTC39A-AS1	lncRNA
ENSG00000085832.17	EPS15	protein_coding
ENSG00000232027.2	AL671986.1	processed_pseudogene
ENSG00000227070.1	EPS15-AS1	lncRNA
ENSG00000227742.2	CALR4P	transcribed_unitary_pseudogene
ENSG00000117859.19	OSBPL9	protein_coding
ENSG00000232846.1	SLC25A6P3	processed_pseudogene
ENSG00000078618.21	NRDC	protein_coding
ENSG00000266993.3	AL050343.2	lncRNA
ENSG00000272175.1	AL050343.3	lncRNA
ENSG00000283899.1	MIR761	miRNA
